image_id,transcriptions,original_labels,irish_labels,chinese_labels
1757,Chennaism Me அழகான மனைவி அன்பான துணைவி அமைந்தாலே பேரின்பமே!!! God Aadi Chennaism குடுக்க மாட்டேனே!!! நீ என்ன பண்ணுவ??,not-misogyny,not-misogyny,not-misogyny
963,தம்பி... நில்லுங்க...! நான் உங்களை தாக்கனும் *மக்கள் எனக்கு ஆபீஸ் போறதுக்கு டைம் ஆகிருச்சி.. நீங்க போயிட்டு ரத்திரி பத்து மணிக்குமேல வாங்க,not-misogyny,not-misogyny,not-misogyny
819,அத்தை அலாப்பறைகள் 10 வயதில் mt நீ காலேஜ் படிச்சி முடி என் பொண்ணு உனக்குத்தான் 25 வயதில் mt Rahman Edits நல்ல மாப்பிள்ளை இருந்தா சொல்லுடா பாப்பாவ கட்டி வச்சிருவோம்...,not-misogyny,misogyny,misogyny
1066,Duty முடிச்சி வீட்டுக்கு போனா... wife சீரியல் பார்த்துட்டு இருந்தா... புருஷன் வந்தது கூட தெரியாமல் அப்படி என்ன டிவினுன்னு தான்டா கேட்டேன்... என்ன டென்ஷன்ல இருந்தாளோ எனக்கு வச்சிருந்த சாப்பாட்டை நாய்க்கு கொண்டு போய் போட்டுட்டா எனக்கு வந்ததுது பார் கோபம்.... அப்பறம் ஏட்டையா... அப்பறம் என்ன.. நானும் நாயும் share பண்ணி சாப்பிட்டோம்,misogyny,misogyny,misogyny
103,Muthu Kutti Just now *Whenever I am calling my friend* He : Macha busy ah iruken da / veliya iruken da Enaku oru aachariyam! oru manidhan epdi ella neramum busy ah iruka mudium #muthumc,not-misogyny,not-misogyny,not-misogyny
822,9th student Married to his miss 90'singles இந்தாங்க friend இந்த poison ah குடிச்சிட்டு செத்து போய்டுங்க,not-misogyny,not-misogyny,not-misogyny
444,Seeing theekshana below ball But he caught the ball,not-misogyny,not-misogyny,not-misogyny
1761,தண்ணிய சிக்கனமா பயன்படுத்தினா அது #பெண்கள்.... looosu தண்ணிய சிக்கனோட பயன்படுத்தினா அது #ஆண்கள் 🐥🐥🐥🐥🍗🍗🍗🍗,not-misogyny,not-misogyny,misogyny
1023,Girls in Fb Id Voter Id,misogyny,misogyny,misogyny
1244,மாசம் 1 லட்சம் சம்பளம் வாங்கனும் மாசத்துக்கு ஒரு பவுன் வாங்கிதரனும் மாப்ள ஹெலிகாப்டர்ல வந்து தாலி கட்டனும் வருசத்துக்கு 300 புடவை வாங்கி தரனும் எவளாது ஒருத்தியாவது எனக்கு நல்லா பாத்துக்குற புருசன் வேணும் கேட்டிங்களா?,misogyny,not-misogyny,misogyny
977,Preethi online Ivlo naal ah pesura aana oru time kooda propose pannadhey ila 9:53 AM Crush Memes 90's boys Nanga love pandra stage la irundhu retire aayitom,not-misogyny,not-misogyny,not-misogyny
1448,*sis Deii Anna enoda teddy bear yega da *bro Salfaami Athu en aaluku gift ah kuduthutey,misogyny,not-misogyny,not-misogyny
67,Dharshan Just now Dei epdi da ungaluku padutha udanae thookam varudhu #dharshanmc TAMIL MEMES GET IT ON Google Play,not-misogyny,not-misogyny,not-misogyny
453,"Arulnithi's performance in Thiruvin Kural is exceptional and undoubtedly one of his best. He embodies his character with a sense of vulnerability, portraying a man who is struggling to come to terms with his past mistakes. Do watch ThiruvinKural on theatres ✨🙌",not-misogyny,not-misogyny,not-misogyny
1079,Itz Thuruvan 4m Thanni can podanum Trend MUSIC,misogyny,misogyny,not-misogyny
1100,புருசனை அடிக்காத பொண்டாட்டிகளுக்கு மட்டுமே ரூ.1000 மகளிர் உதவி தொகைனு சொல்லலாம்...🤣 ஜோடியா இல்லாத பசங்க...🤣🤣 Chitha_Edits,misogyny,misogyny,misogyny
1540,வீடும் ஆபீஸும் ஒன்னு தான்.. யாரோ பொழப்பு நடக்கணுமன்னா என்ன திட்டு வாங்கினாலும் போய் தான் ஆகணும்.... தப்பிக்க எல்லாம் முடியாது.. 😂,not-misogyny,not-misogyny,not-misogyny
291,"Muthu Kutti Just now Annae itha vachae innaiku login panna maaten la #muthumc :( Your device ran into a problem and needs to restart. We'll restart for you. VERA LEVEL MEMES For more information about this issue and possible fixes, visit https://www.windows.com/stopcode If you call a support person, give them this info: Stop code: DRIVER VERIFIER DMA VIOLATION",not-misogyny,not-misogyny,not-misogyny
875,When you have a non sleepy Girlfriend : ~ Sangeedha Swarangal yele kanakka inum irukaa Ennavo Mayakkam... 11pm *12AM *2 AM *4AM *6AM *Online *She *Online,not-misogyny,not-misogyny,not-misogyny
1772,"அப்பா, அம்மா முக்கியம் தான், ஆனால் அதுக்காக, மனைவியை ஒருநாளும் விட்டு கொடுத்து பேசக்கூடாது. ""அவ அப்பா, அம்மாவையே நமக்காக விட்டு வந்த உறவு"" TAMILVOICE.COM",not-misogyny,not-misogyny,not-misogyny
509,"When my best friend mention his friends in story as ""best friends ever I seen in my life "" *Me non mentioned mt VERA LEVEL MEMES VERA LEVEL MEMES @_dharshan._ I wondered ""What did I do Wrong?"" TAMIL MEMES GET IT ON Google Play",not-misogyny,not-misogyny,not-misogyny
1621,ஏய்.... மல்லிப்பூ வச்ச வச்ச வாடுதே Memes_Bala_Official மீம்ஸ் பாலா முழுதும் 50 ரூபாய் விக்கிது... எடுத்து ஃப்ரிட்ஜ்ல வைடி வெண்ண மவளே,not-misogyny,not-misogyny,not-misogyny
1307,"heyyyy nanthan night urinj ioru sottu vidama eduthu viten la aprm enna Chinna akka periya akka iva kuda vanthu excersise pandran nu solli, enga engayo kai vechu thadavitu iruka",misogyny,misogyny,misogyny
621,Muthu Kutti 16m Inaiku weekend 12mani vara nalla thunganum pa *Shutdown 8am-6pm* #muthumc,not-misogyny,not-misogyny,not-misogyny
1011,#நானு கேட்கவே சூட்சமமாத் இருக்கு!!! 😡 என்னோட 118K Subscribers YouTube Channel Disabled Aairuchi nu ஒரு வாரமா post pottutu இருக்கேன்! #நீங்க கொஞ்சம் பேருதா SUBSCRIBE பண்ணிருக்காங்க. Ippoyachum Ennoda channel ah neenga Subscribe Panna mudiuma?,not-misogyny,not-misogyny,not-misogyny
1163,~nobody My ex: after playing in 7 boys life @mr_tamil_pasanga Nama yaru vambukum poradhu ila thumbukum poradhu ila,misogyny,misogyny,misogyny
774,"Prakash Mc Just now 🔒 Evening Leo trailer paathuttu thoongurom,Naalaiku Loki S02E01 paakkkurom evening Ayalaan teaser uhh aprm songs ketutu thoonga vendithaan 🥳... ~Thambi Real Life nu onnu irukku paah 🙂 @prakaz___",not-misogyny,not-misogyny,not-misogyny
1407,MY NAUGHTY SISTER ANNA INDHA MAARI UN SUNNIYA KODU SAPANUM,misogyny,misogyny,misogyny
514,~Bro iniki match pathiya??? He : CSK match mattum dhan papen VERA LEVEL MEMES @_dharshan._ சல... 22 சபூமிக்,not-misogyny,not-misogyny,not-misogyny
606,~ Anne neenga epdi theriya thanama pre earth poningalo athey Mari ennayu en childhood days la erakki vitrunga nea |65 - The Movie *Me,not-misogyny,not-misogyny,not-misogyny
1504,SMILEY சேரி கண்ணா ஹாஸ்பிடல் போலாம் அம்மா சளி புடிச்சிருச்சு,not-misogyny,not-misogyny,not-misogyny
754,Ticket book paniyachu mama... Super mapla 🥰 FDFS porom... Therika vidrom ✨ FDFS ah... Bus ticket mama... Ayudha pooja leave ku...,not-misogyny,not-misogyny,not-misogyny
1138,Crush tying her hair expectation @pugal420memes™ AGENT TINA ROLE PSYCHOLOGICAL OPERATIONS BATEX PILOT BLACK SQUAD YEAR 1987 But reality,misogyny,misogyny,misogyny
1473,she* என்னை விட உனக்கு ஒரு நல்ல பொண்ணு கிடைப்பா டா... maruthu tamilan *me அப்பாடின்னா நீ ஒரு ஜெட்டமா கும்ஸ்,misogyny,misogyny,misogyny
1286,"unna romba nalla payan nu nenachu thana da pazhagunan ne enna da enna anubavikura nenapula pazhagi iruka aunty enaku elam ok than aana , na kalyanam aagi vayasu aana aunty ah iruken ,ne chinna payana iruka athaan unkuda epdi nu yosikiren",misogyny,misogyny,misogyny
190,Someone - un mandaila sotta theriyudhu Ayo apdi sollatha...... VERA LEVEL MEMES,not-misogyny,not-misogyny,not-misogyny
734,TAMILCRICKETMEMES AUSTRALIA BEAT PAKISTAN AND WENT TO FINALS CUMMINS 30 WADE 13 *AUSSIES ENA MAMA SOWKIYAMA *KIWIS*,not-misogyny,not-misogyny,not-misogyny
1734,அழுதுதே கின்னஸ் வென்ற நைஜீரியர்! 02:09:17:36 IB குழு mt f Mr.Jaffnese ஆண்கள் அழுதே எல்லாவற்றையும் சாதிக்குற ஒரு பெண்ணால் கூட உலக சாதனை படைக்க முடியலையே,not-misogyny,not-misogyny,not-misogyny
1305,"yenga neenga than pannama daily thoongiduringa , unga friends lam namma veetuku daily varangaley avangalayachum pana vidalam la gaaji wife avanga enna ungala pakava namma veetuku varanga nu nenachitu irukinga",misogyny,misogyny,misogyny
13,Mc Muriel Just now In function Random perusu - thambi aduthathtahu unakku thane - ithu puberty function da boomer uh #mc_muriel,not-misogyny,not-misogyny,not-misogyny
180,Adhan evlo prechana varudhu la breakup panikalam la VERA LEVEL MEMES mt mt My frnd Romba Dhooram vandhuttom full ah mudichutu dhan return varanum,not-misogyny,not-misogyny,not-misogyny
858,mt நான் ஒரு பந்தயம் இழந்த பிறகு ஆனால் MYJACKPOT 777 இல் மெகா லக்கி ஜாக்பாட்டில் ஜாக்பாட்டில் வென்றது 📞 +91-7360904070,not-misogyny,not-misogyny,not-misogyny
1617,ஜயா ராசா உனக்கு வடிச்சி கொட்ட இனிமே எனக்கு தெம்பு இல்ல KARIKAALAN MEMES NON STOP FUN AND ENJOYMENT *Mom **Foodies நீ ஓட்டல் ல வாங்கி சாப்பிட்டு ராசா,not-misogyny,misogyny,not-misogyny
293,literal TV serials - Hero and Heroine both didn't have interest in the marriage and the heroine becomes pregnant in a month VERA LEVEL MEMES VERA LEVEL MEMES YANDAMEMES Google Play,not-misogyny,not-misogyny,not-misogyny
141,Dharshan Just now When me watching bittu in Twitter (X) Inner me : Anney anney like podama paarunga #dharshanmc,not-misogyny,not-misogyny,not-misogyny
1009,KIDS FROOTI KUDI LOOTI ADI LEGENDS SARAKU ADI YARA VENA ADI,not-misogyny,not-misogyny,not-misogyny
904,ஜிபி முத்து மேல கேஸ் போட்டு இருக்காங்களாம்.. இப்போ அவர் வீட்டுக்கு கோர்ட் சம்மன் அனுப்புனா.. நண்பர்களே.. புது லெட்டர் வந்திருக்கு..,not-misogyny,not-misogyny,not-misogyny
460,Ipl camera man to Cheer girls FILMS PRAM CREATION go Indian films,not-misogyny,not-misogyny,misogyny
1750,இந்த புது வருஷத்துல என்ன பண்ணலாம்? ரொம்ப யோசிக்காதீங்க இந்த புதுவருஷம் நம்மள என்ன பண்ணலாம்ன்னு ஆல்ரெடி யோசிச்சு வச்சிருக்கும்.,not-misogyny,not-misogyny,not-misogyny
1602,~ இணையத்துல #பொண்ணு பார்க்குறது தப்பில்ல..😁😁 ~ அதுக்கு முன்னாடி அது #பொண்ணான்னு பாருங்க.. 😁😁,not-misogyny,not-misogyny,not-misogyny
341,Sanjay Krishna 4 minutes ago How i got ready for Thala's retirement speech Vs How it ended!!!,not-misogyny,not-misogyny,not-misogyny
885,~ Giving Biscuit to friend wantedly during interval in school... He : Enmela avlo pasama macha ❤️ Me : Ama Macha... (Le me who giving keela vilundha biscuit) MEME-IDIOTS mt TAMIL MEMES GET IT ON Google Play,not-misogyny,not-misogyny,not-misogyny
143,MUTHU MC @muthu_kuttti *No one* *Literally no one * கடன் கேட்பவர்கள்: FOMUTHUMC,not-misogyny,not-misogyny,not-misogyny
1742,ஆண்கள் சிரிக்கும் போது அழகாக இருப்பார்கள் - ஆய்வு முடிவு கணவன்மார்கள் : சிரிக்க வெச்சி எவ பாக்குறா.. 🙂 எல்லாம் அழு வச்சுதான் பாக்குறாங்க.. 😩 😷 😡,not-misogyny,not-misogyny,misogyny
270,Namba vazhkaila eppo dhan ipdilam nadakumo 😊🙏 5:49 pm · 02 Jul 23,not-misogyny,not-misogyny,not-misogyny
97,Dharshan Just now Enna innaiku net-eh gaali aagala Laip~~ #dharshanmc mt TAMIL MEMES Google Play,not-misogyny,not-misogyny,not-misogyny
259,Muthu Kutti Just now Good night anu maari oru ponnu kidacha nalla irukum nu ninache Apro tha yosiche namaku good night solla kuda oru ponnu illa nu #muthumc,not-misogyny,not-misogyny,not-misogyny
1426,Tag that Friend TPD TAMIL PONNUNGA DA ithelam poranthapave kalli paal uthi konu irukanum,misogyny,not-misogyny,not-misogyny
536,Hy Inga paara Anna sengalam series kadaisi vara savama usuroda irukaru 😂 *Kalaiyarasan *Me mt TAMIL MEMES Google Play,not-misogyny,not-misogyny,not-misogyny
987,"*Amazon, Flipkart Unga Offers Vida Avangakita Branded Dress Kammi Rate La Iruku *Freaky_fashion_store",not-misogyny,not-misogyny,not-misogyny
1180,முன்பெல்லாம் காளையை அடக்கினாதான் பொண்ணு தருவேன்னு சொன்னாங்க ..... இப்போ பொண்ணை தந்துவிடுகிறோம் நீங்களே அவங்களை அடக்கிக்கோங்கன்னு சொல்றாங்க,misogyny,misogyny,misogyny
970,Crush Me இந்த லட்டர ரொம்ப நாளா கொடுக்கணும்னு நினைச்சேன் PANDIAN MC மறக்காம உங்க Friend கிட்ட கொடுத்துடுங்க,not-misogyny,not-misogyny,not-misogyny
289,Paani Poori official trailer is out now ! Streaming now on Shortflix App Trailer paakavae nalla comedy ya jollya iruku,not-misogyny,not-misogyny,not-misogyny
379,Me seeing myself and thinking what am i doing in my life VERA LEVEL MEMES _vishal_sammy_,not-misogyny,not-misogyny,not-misogyny
1118,"She: Unna 4 Varshama Dhan Da Therium.. Aana Enga Appa 24 Varshama Ena Valathu Padika Vechu Ena Nalla Pathukitaaru., Adhunala..... பாப்பா பேச்சில் தடுமாற்றம்.",misogyny,not-misogyny,misogyny
838,ஒரு நாள் நமக்கு பிடிச்ச மாதிரி நம்ம வாழ்க்கை மாறும்... அதுக்கு முன்னாடி நமக்கு என்ன புடிச்சதுனு நமக்கே மறந்து போயிடும்...,not-misogyny,not-misogyny,not-misogyny
542,Mc Muriel Just now °° Me at 3 Am - ayoooo en kannu munnadiye en frnd saavuraney #mc_muriel,not-misogyny,not-misogyny,not-misogyny
82,Dharshan Just now Dad : Innu ethana naaliki veetala thanda sooru thinna pora ~Ellam oct 19 vera dhan #darshanmc,not-misogyny,not-misogyny,not-misogyny
86,Dharshan Just now Me in everyone's life #darshanmc mt TAMIL MEMES Google Play,not-misogyny,not-misogyny,not-misogyny
996,wife wife sister mamiyar father and brothers me KARTHI ME அப்பனே விநாயகா இந்த மாதிரி குடும்பத்துலதான் என் பிரண்டு வாக்கப்படணும்,not-misogyny,misogyny,not-misogyny
207,Sanjay Krishna 5 hours ago 🌍 Saga Anils : Actually Denzel Washington evlo periya actor theriyuma??!! mMedia.com,not-misogyny,not-misogyny,not-misogyny
1335,Me: Enga idha 🍌 paathutu solu papom?? Rashi:Idha kaatiye mayakirunga sir @tamil.troll_,misogyny,misogyny,misogyny
227,Me to cold- Epo da climate change aagumnu irukka VERA LEVEL MEMES R Internation,not-misogyny,not-misogyny,not-misogyny
1697,Special WOMEN'S DAY Wishes To All Fake IDs A.P siricha Poochi Avalum Penn thaane,not-misogyny,not-misogyny,not-misogyny
233,Muthu Kutti Just now · ♫ Harris Jayaraj · 👥 ஊருக்குள் அனைவரும் உன்னை கண்டு நடுங்க வீட்டினில் நீ ஒரு குழந்தையாய் சிணுங்கு! ❤️✨ #muthumc,not-misogyny,not-misogyny,not-misogyny
1227,காலையில ரசம் வச்சேன்..மாமியார் தான் இன்னைக்கு வெள்ளி கிழமை சாம்பார் வைஇன்னு சொன்னார்.. அப்புறம் என்னடி செஞ்ச.. அதுல 4 கத்தரிக்காய் வெட்டி போட்டேன்..சாம்பார் ரெடி ஆகிருச்சு..,misogyny,not-misogyny,not-misogyny
249,Maveeran la semma comeback Yaruku SK ah? Illa VJS voice ku _vishal_sammy_ mt mt TAMIL MEMES GET IT ON Google Play,not-misogyny,not-misogyny,not-misogyny
177,Macha ennaya support project la tag pannirukanga da *Me already in support project Maatikitta pangu,not-misogyny,not-misogyny,not-misogyny
327,Muthu Kutti Just now Nee enaiku MONDAY va paarthu bayapudama irukiyo apo tha un lyf ae start aagum.. #muthumc #mon_motivation me VERA LEVEL MEMES,not-misogyny,not-misogyny,not-misogyny
256,Enna da ellar kitayum flirt panraa He - Avalai marakka dhaan VERA LEVEL MEMES VERA LEVEL MEMES mt,not-misogyny,not-misogyny,not-misogyny
114,THIS DIALOGUE FROM LUCKY MAN 👌 💯 UNNA MATHRI AAMBALAINGA VELIYA ULLA KOVATHA PONDATI MELA KATRATHUKU PER DHANA DA KALYANAM,not-misogyny,misogyny,misogyny
1633,**During Farewell day** Girls: Boys: Pogumbodhu andha Switch board ellathaiyum mothama norukkiruvom da,not-misogyny,not-misogyny,not-misogyny
589,"My cousins at any function - En ivlo simple ah hair style panirukka...french plat podalam laa, fish tail braid podalam laa... Me - see adhan prechanaye sotta theriyudhu nu dhan naan ipdi potu vechirukken SWEETS SAVOURIES BHAVYA BHAVV mt Marithalanga VERA LEVEL MEMES TAMIL MEMES",not-misogyny,misogyny,not-misogyny
135,"Ellarum ""I support KL Rahul"" nu sollittu adutha test avana ukkara vechruvanga nu thonuthu... Yena, ipdi ""I support"" podaama thookuna, ellarum ""avlothaan career mudinjuthu"" nu solliruvanga la ntu ipdi panrangaloo??!! 😳😳😳 VERA LEVEL MEMES",not-misogyny,not-misogyny,not-misogyny
490,Me looking at how miserable my life has become in past few years because of decisions I made,not-misogyny,not-misogyny,not-misogyny
884,DURING EXAM TIME #FRIEND 1 MACHAN NA 5 O'CLOCK ELUNDHU PADICHAN DA Doraemon #FRIEND 2 NA NIGHT FULLA THUNGAMA PADICHAN DA Doraemon @gubeer_graanteeed #ME WHO WAKES UP AT 8:45 AM AND COMES TO SCHOOL AT 9AM Doraemon Doraemon,not-misogyny,not-misogyny,not-misogyny
452,CSK hey indha adina CSK bowler vachi RCB ah epd defend panna poranga,not-misogyny,not-misogyny,not-misogyny
1608,Mention that ulaga level playboy Evalo periya figure ah irundhalum Orey naal kulla ushar panniruvan,not-misogyny,not-misogyny,misogyny
34,"#AanandhamKoothadum video song from #Bakasuran Movie is out ! Snehan lyrics, Sam cs musical la Appa ponnu Song na sollava venum... Semmaya iruku 🥰",not-misogyny,not-misogyny,not-misogyny
825,kalavani_memes_page neenga oru ponne illa macha epidira kandupidicha yaru sonna neenga angel thana Send *Me mt mt KALAVAN MEMES TAMIL MEMES Google Play,not-misogyny,not-misogyny,not-misogyny
108,Enna dhaan Negative character pannalum avan mela veruppe vara matingudhe #fahadfasil 🥶🔥,not-misogyny,not-misogyny,not-misogyny
1379,"ஏண்டி என்ன பார்த்து இப்படி முறைக்கிற? தம்பி கை அடிக்க கஷ்டப்படறானே நம்ம அடுச்ச விடலாமுனு பாவம் பார்த்து வந்தா, சொந்த அக்கான்ன்னு கூட பார்க்காமல் இப்படி கால விருட்ச வச்ச இந்த குத்து குத்துறியேடா",misogyny,misogyny,misogyny
160,Ramesh Bala @rameshlaus 2h #Partner : A fantasy comedy movie.. For the Masses.. @AadhiOfficial & @ihansika have done well.. @iYogiBabu is in his usual self.. He and Hansika are involved in the fantasy part.. Lot of other comedians.. Theatre la yelarum semmaya sirichi sirchi Enjoy panranga polayae,not-misogyny,not-misogyny,not-misogyny
664,Oorukulla evana kettalum nan dhan batman nu sollranga My lord VERA LEVEL MEMES VERA LEVEL MEMES @_dharshan._ TAMIL MEMES,not-misogyny,not-misogyny,not-misogyny
1529,ஒருத்தி தண்ணியப்போட்டு தமிழ்நாட்டு மானத்த ரோட்ல நிறுத்தவ இன்னொருத்தி உலகம்பூர கலாச்சாரத்த பரப்புற இவங்க peta உறுப்பினர்கள்,not-misogyny,not-misogyny,misogyny
1310,ippothan da un amma solitu pora en pullaiku vaai la viral vecha kuda kadika theriyathu nu periyamma athukulla vanthu vaadi munda malli poo vechu mood ethura vanthu oombu nu koopdura nee,misogyny,misogyny,misogyny
1560,She~ சேர்ந்த காதலை விட சேராத காதல் காவியமாகிறது He~ இத ஏன் இப்போ சொல்ற..? She~ நம்ம ஏன் காவியமா இருக்க கூடாது He~ code word accepted...,not-misogyny,not-misogyny,not-misogyny
1299,"Online ah paathu aduthavanuku un pondatiya neeye alangaram panni pondati anupi vechu adika nenaikuriye enna ambala da nee , una poi enaku katti vechu irukanga paru cheee",misogyny,misogyny,misogyny
1302,athu mattum vena da pls en chellam la vera enna vena panalam She na full company kudukuren aana athu mattum vena da pls,misogyny,misogyny,misogyny
704,After small fight with her *She Ama neenga yaaru @__dharshan.__ VERA LEVEL MEMES TAMIL MEMES GET IT ON,not-misogyny,not-misogyny,misogyny
1471,அங்கு ஏதோ விட்டுட்டுவந்த மாதிரி இருக்கு கடல ஏதும் இல்லயங்க உங்க HANDBAG PURSE இல்ல LIPSTICKAH அதுக்கெல்லாம் உயிர் இல்ல நான் விட்டுட்டுவந்ததுக்கு உயிருருக்கு எங்க கிளி ஏதும் வளக்குறீங்களா அத விட்டுட்டு போயீங்களா மக்கு சூ 🔥 மக்கு சூ 🔥,misogyny,not-misogyny,not-misogyny
12,"When someone suddenly texts Hai Enna panra Epdi irukka Saptiya டேய் 10 கேள்வி கேட்காம மூடிட்டு வந்த வேலையை மட்டும் பாரு டா (Hey, without asking 10 questions, just look at the work you came for.)",not-misogyny,not-misogyny,not-misogyny
1655,"நாளை முதல் அனைத்து மகளிரும் NEW சாதாரண கட்டண நகரப்பேருந்துகளில் TA கட்டணமின்றி பயணிக்கலாம் shruthi memes official SHRUTHI MEMES OFFICIAL வாங்க சிரிச்சுக்கலாம் இதுதான் சான்ஸ்னு ஆத்தா வீட்டுக்கு அடிக்கடி பைய தூக்கிட்டு போன, ஒரே போடு!!!!",not-misogyny,misogyny,misogyny
1726,"சூப்பர் மார்க்கெட்டில ஒரு பொண்ணு புருஷனைக் கேட்டு, கேட்டு சாமான் வாங்குது..... கணவன் மேல மரியாதையா, இல்ல சமைக்கிறவனுக்குத்தானே தெரியும்னு கேக்குதா தெரியலே....!!!",not-misogyny,not-misogyny,not-misogyny
1178,In Maamiyaar Veedu Dad's Little Princess இன்னைக்கு சாப்பிட என்ன செய்ய போற அதெல்லாம் சொல்றதுக்கு இல்லை செஞ்சுக்காட்டு தான் பேர் வைக்கணும்,misogyny,misogyny,misogyny
1493,Ex : எப்படி இருக்க?.. Me : ம் நல்லா இருக்கேன் Ex : என்னெல்லாம் தினச்சி பாப்பியா? Me : ம் தினமும் One Time pokkiri dhina,misogyny,not-misogyny,not-misogyny
564,Muthu Kutti 2m Inaikaavathu night seekaro thunganum *Suddenly power cut* #muthumc mt VERA LEVEL MEMES Tamil Memes,not-misogyny,not-misogyny,not-misogyny
1165,:என்னங்க அம்மா வீட்டுக்கு போயிட்டேன்னு ரொம்ப feel பண்றீங்களா ~இல்லையே :எது.... ~அய்யய்யோ ஆமா சொல்லணுமா ஆமா ஆமா,misogyny,not-misogyny,not-misogyny
390,Muthu Kutti Just now ... Me coming out from ATM without taking money and getting AC kaathu VERA LEVEL MEMES VERA LEVEL MEMES #muthumc f MUTHU MC mt,not-misogyny,not-misogyny,not-misogyny
827,வெயில் வந்துருச்சு துணிய காயப்போட்டுருவோம் Few minutes later,not-misogyny,not-misogyny,not-misogyny
1242,இந்த புது வருஷத்துல என்ன பண்ணலாம்? ரொம்ப யோசிக்காதீங்க இந்த புதுவருஷம் நம்மள என்ன பண்ணலாம்ன்னு ஆல்ரெடி யோசிச்சு வச்சிருக்கும்.,not-misogyny,not-misogyny,not-misogyny
1030,"Nobody - Beggars In Bus Stop - Aiaya Saami, Aiaya Saami, Sapttu Rendu Naal Achi Saami TAMIL MEMES123 டேய்...NATIONAL CRUSH டா அவ...",misogyny,misogyny,not-misogyny
244,After a lot of struggle you made your mom to watch a movie (10 mins later) She - iru mazha vara maari irukku thuni eduthutu vandhurren VERA LEVEL MEMES VERA LEVEL MEMES mt,not-misogyny,not-misogyny,not-misogyny
1203,கைதி படத்துல கார்த்தியோட பொண்ணு தான் T67 ல திரிஷா..! Age : 2 Age : 20 விக்ரம் படத்துல கமலோட பேரன் தான் T67 ல விஜய் அண்ணா...😎🔥 * Vijay Fans ஒரு வேலை இருக்குமோ...,not-misogyny,not-misogyny,not-misogyny
215,Boss avanga rathanavela character ah celebrate pannitu irukanga *Mari Selvaraj Enna da solra mt VERA LEVEL MEMES VERA LEVEL MEMES @_dharshan__ TAMIL MEMES GET IT ON Google Play mt,not-misogyny,not-misogyny,not-misogyny
1650,while watching santhosh subramaniyam movie enakum hasini marii ponnu paru ma yen vitula oru loosu irukurathu pathatha,not-misogyny,not-misogyny,misogyny
1662,அரசு TAMIL NADU அனைத்து மகளிரும் சாதாரண கட்டண நகரப் பேருந்துகளில் மே 8 முதல் கட்டணமில்லாமல் பயணிக்கலாம் - முதல்வர் மு.க.ஸ்டாலின் *Someone* ஆண்களுக்கு எப்போ விடியல் வருமோ..?,not-misogyny,not-misogyny,not-misogyny
696,Someone : Enjoy your day That problem from nowhere: Okay enjoy panidren VERA LEVEL MEMES _vishal_sammy_,not-misogyny,not-misogyny,not-misogyny
1505,← crush hi saptacha 19:39 ✓✓ mmm 19:39 enakku oru crush iruntha 19:39 ✓✓ mm 19:39 ipdi thaan ethu kettalum mmm mmm nu reply pannuva 😂 19:40 ✓✓ mmm 19:41 enakku romba hurt aagiruchi 19:43 ✓✓ mmmm 19:47 oru naal ava veetu munnadi poyi aai irunthu vachittu vanthutten 🚶‍♂️ 19:48 ✓✓ sry konjam busya irunthen 19:50 athaan olunga pesa mudila 19:50 neenga epdi irukeenga 19:52 saptacha 19:52,misogyny,not-misogyny,not-misogyny
439,Muthu Kutti Just now Ur going to office to see ur crush But she is on leave #muthumc MUTHU MC JAI CINEMAS VERA LEVEL MEMES,not-misogyny,not-misogyny,not-misogyny
1431,"Hus ~ daily தேங்காய் சட்னி தானா... தக்காளி சட்னி எல்லாம் செய்யமாட்டியா... then, wife reaction will be.... Tamil Memes Haris Edits",misogyny,misogyny,misogyny
1395,Helo En Purushan Ungla New Year Party Kaga Veetuku Kupta Enga Veetu Bathroom La Bittu Padam Paathu Kai Adichitu Irukinga ADULTS_SPOT Sari Kenjathinga Itha Yartaiyum Sollamata Athukaga Intha 9inch Sunniya Sappi Kanjiya Kudichikaren Ok Va Zip A Kalatunga Sikiramin,misogyny,misogyny,misogyny
157,harry dawson (¬_¬) @_harrydawson people who don't put sugar in their tea think they have a masters degree in maturity Dei nejamaalum enaku diabetes daa,not-misogyny,not-misogyny,not-misogyny
1311,yenga oru time mudichutu thoongurarunga unga friend uh full bodhai vera wife kasu vangitan kelambi vanthudava ipove,misogyny,misogyny,misogyny
849,Marriage Photography Epadi Irukum Pa Yagappa Photography Page Poi Paru,not-misogyny,not-misogyny,not-misogyny
604,First time Going to CBE Eanga parthalam ponnuga la irukaanga,not-misogyny,not-misogyny,not-misogyny
1362,With Bestie Dei ... konjm medhuva kuthuda.. ipdi kaatu thanama pandra. IG | GAAJIPOSTU Ahhh... apdithan kuthuda... nalla force ah adi... uffff... veliya vandhruchha eduthu ulla vidu Ennada ... hole mathi sorugita... ahhh ouchhhhh ... ahhhhmmmmmm LustestHD.com,misogyny,misogyny,misogyny
442,Sanjay Krishna Just now Yabbaaa dei intha assault'aa aaduna MBA vendiyathu thaan!!! VERA LEVEL MEMES VERA LEVEL MEMES Gulf TVS EUROGRIP THE TYRE SPECIALIST SN 100 SUPER KINGS Gulf TVS EUROGRIP THE TYRE SPECIALIST mt Gulf TVS EUROGRIP THE TYRE SPECIALIST SN 100 SUPER KINGS,not-misogyny,not-misogyny,not-misogyny
